,node_name,degree,clustering,closeness,betweenness,degree_centrality
0,Mona_Lisa,51,0.13582677165354332,0.3422319929008508,0.0005373975582127013,0.011108690917011544
1,William_Butler_Yeats,36,0.11164274322169059,0.3335527381617825,0.00010405483196156628,0.007841428882596384
2,Demosthenes,38,0.14285714285714285,0.3097807562136027,0.00010173862187728031,0.008277063820518406
3,Olympic_Games,196,0.10241563613498218,0.4302106093670438,0.003252474422672083,0.042692223916358095
4,Mausoleum_of_Maussollos,26,0.0876923076923077,0.0,0.0,0.0056632541929862775
5,Hellenistic_Greece,28,0.3136729222520107,0.34538263454995316,0.00019816147833852398,0.0060988891309082995
6,Che_Guevara,68,0.11807387862796834,0.3255110357055671,7.986379135153372e-05,0.014811587889348726
7,Civil_rights,52,0.09304084720121028,0.3513749940930431,0.00016624799755932395,0.011326508385972555
8,Bangalore,50,0.12325962325962327,0.34452470252585465,0.00028532165139028546,0.010890873448050535
9,Roman_Empire,281,0.06960592260920447,0.44951980682144754,0.002279049360050946,0.061206708778044
10,Claude_Monet,24,0.19454545454545455,0.33831108530238596,2.5683463653538412e-05,0.005227619255064256
11,Cancer,130,0.0340814133938164,0.3840740683943928,0.0018878133848790443,0.02831627096493139
12,Treaty_of_Versailles,58,0.2062043795620438,0.4039726984162383,7.022712640066084e-05,0.01263341319973862
13,Battle_of_Austerlitz,22,0.21460176991150443,0.30293273367237933,8.861560284361387e-05,0.004791984317142235
14,The_Lion_King,29,0.1054590570719603,0.27274957827638274,0.00039672988180035676,0.00631670659986931
15,Mickey_Mantle,13,0.1987179487179487,0.18200296934372434,2.0938105297946555e-06,0.0028316270964931388
16,Josephus,22,0.2052401746724891,0.32676595081430565,2.8966399288501687e-05,0.004791984317142235
17,Attalus_I,14,0.19662921348314608,0.25422187697489335,6.153769537659335e-06,0.0030494445654541498
18,Malaysia,202,0.10435468757705775,0.4304128900748523,0.002116744210554698,0.04399912873012416
19,Sikkim,68,0.12417291574768416,0.35420296185234323,0.0012877928300130362,0.014811587889348726
20,Hatshepsut,13,0.09615384615384616,0.32020502819756397,1.4481230517045597e-05,0.0028316270964931388
21,Grand_Forks%2C_North_Dakota,24,0.3225108225108225,0.0,0.0,0.005227619255064256
22,17th_century,214,0.08046027493521894,0.41688775599380445,0.0027510649279854607,0.046612938357656286
23,University,109,0.07010537049626105,0.4161297093423019,0.0007970240843623206,0.023742104116750165
24,Rebecca_Helferich_Clarke,16,0.175,0.0,0.0,0.003485079503376171
25,Great_Black-backed_Gull,12,0.3384615384615385,0.2279728382256303,1.8135977127823305e-06,0.002613809627532128
